addr,v5,v6,v5_comment,v6_comment
1888,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1889,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1890,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1891,1300f,1300f,"SPIWrite [130]=0F, Gain Table Index","SPIWrite [130]=0F, Gain Table Index"
1892,13101,13101,"SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word"
1893,1320a,1320a,"SPIWrite [132]=0A, TIA & LPF Word","SPIWrite [132]=0A, TIA & LPF Word"
1894,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1895,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1896,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1897,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1898,13010,13010,"SPIWrite [130]=10, Gain Table Index","SPIWrite [130]=10, Gain Table Index"
1899,13101,13101,"SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word"
1900,1320b,1320b,"SPIWrite [132]=0B, TIA & LPF Word","SPIWrite [132]=0B, TIA & LPF Word"
1901,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1902,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1903,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1904,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1905,13011,13011,"SPIWrite [130]=11, Gain Table Index","SPIWrite [130]=11, Gain Table Index"
1906,13101,13101,"SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word"
1907,1320c,1320c,"SPIWrite [132]=0C, TIA & LPF Word","SPIWrite [132]=0C, TIA & LPF Word"
1908,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1909,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1910,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1911,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1912,13012,13012,"SPIWrite [130]=12, Gain Table Index","SPIWrite [130]=12, Gain Table Index"
1913,13101,13101,"SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word"
1914,1320d,1320d,"SPIWrite [132]=0D, TIA & LPF Word","SPIWrite [132]=0D, TIA & LPF Word"
1915,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1916,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1917,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1918,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1919,13013,13013,"SPIWrite [130]=13, Gain Table Index","SPIWrite [130]=13, Gain Table Index"
1920,13101,13101,"SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=01, Ext LNA, Int LNA, & Mixer Gain Word"
1921,1320e,1320e,"SPIWrite [132]=0E, TIA & LPF Word","SPIWrite [132]=0E, TIA & LPF Word"
1922,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1923,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1924,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1925,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1926,13014,13014,"SPIWrite [130]=14, Gain Table Index","SPIWrite [130]=14, Gain Table Index"
1927,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1928,13209,13209,"SPIWrite [132]=09, TIA & LPF Word","SPIWrite [132]=09, TIA & LPF Word"
1929,13320,13320,"SPIWrite [133]=20, DC Cal bit & Dig Gain Word","SPIWrite [133]=20, DC Cal bit & Dig Gain Word"
1930,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1931,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1932,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1933,13015,13015,"SPIWrite [130]=15, Gain Table Index","SPIWrite [130]=15, Gain Table Index"
1934,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1935,1320a,1320a,"SPIWrite [132]=0A, TIA & LPF Word","SPIWrite [132]=0A, TIA & LPF Word"
1936,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1937,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1938,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1939,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1940,13016,13016,"SPIWrite [130]=16, Gain Table Index","SPIWrite [130]=16, Gain Table Index"
1941,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1942,1320b,1320b,"SPIWrite [132]=0B, TIA & LPF Word","SPIWrite [132]=0B, TIA & LPF Word"
1943,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1944,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1945,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1946,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1947,13017,13017,"SPIWrite [130]=17, Gain Table Index","SPIWrite [130]=17, Gain Table Index"
1948,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1949,1320c,1320c,"SPIWrite [132]=0C, TIA & LPF Word","SPIWrite [132]=0C, TIA & LPF Word"
1950,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1951,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1952,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1953,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1954,13018,13018,"SPIWrite [130]=18, Gain Table Index","SPIWrite [130]=18, Gain Table Index"
1955,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1956,1320d,1320d,"SPIWrite [132]=0D, TIA & LPF Word","SPIWrite [132]=0D, TIA & LPF Word"
1957,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1958,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1959,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1960,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1961,13019,13019,"SPIWrite [130]=19, Gain Table Index","SPIWrite [130]=19, Gain Table Index"
1962,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1963,1320e,1320e,"SPIWrite [132]=0E, TIA & LPF Word","SPIWrite [132]=0E, TIA & LPF Word"
1964,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1965,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1966,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1967,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1968,1301a,1301a,"SPIWrite [130]=1A, Gain Table Index","SPIWrite [130]=1A, Gain Table Index"
1969,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1970,1320f,1320f,"SPIWrite [132]=0F, TIA & LPF Word","SPIWrite [132]=0F, TIA & LPF Word"
1971,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1972,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1973,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1974,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1975,1301b,1301b,"SPIWrite [130]=1B, Gain Table Index","SPIWrite [130]=1B, Gain Table Index"
1976,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1977,13210,13210,"SPIWrite [132]=10, TIA & LPF Word","SPIWrite [132]=10, TIA & LPF Word"
1978,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1979,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1980,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1981,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1982,1301c,1301c,"SPIWrite [130]=1C, Gain Table Index","SPIWrite [130]=1C, Gain Table Index"
1983,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1984,1322b,1322b,"SPIWrite [132]=2B, TIA & LPF Word","SPIWrite [132]=2B, TIA & LPF Word"
1985,13320,13320,"SPIWrite [133]=20, DC Cal bit & Dig Gain Word","SPIWrite [133]=20, DC Cal bit & Dig Gain Word"
1986,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1987,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1988,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1989,1301d,1301d,"SPIWrite [130]=1D, Gain Table Index","SPIWrite [130]=1D, Gain Table Index"
1990,13102,13102,"SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=02, Ext LNA, Int LNA, & Mixer Gain Word"
1991,1322c,1322c,"SPIWrite [132]=2C, TIA & LPF Word","SPIWrite [132]=2C, TIA & LPF Word"
1992,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
1993,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
1994,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
1995,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
1996,1301e,1301e,"SPIWrite [130]=1E, Gain Table Index","SPIWrite [130]=1E, Gain Table Index"
1997,13104,13104,"SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word"
1998,13227,13227,"SPIWrite [132]=27, TIA & LPF Word","SPIWrite [132]=27, TIA & LPF Word"
1999,13320,13320,"SPIWrite [133]=20, DC Cal bit & Dig Gain Word","SPIWrite [133]=20, DC Cal bit & Dig Gain Word"
2000,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2001,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2002,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2003,1301f,1301f,"SPIWrite [130]=1F, Gain Table Index","SPIWrite [130]=1F, Gain Table Index"
2004,13104,13104,"SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word"
2005,13228,13228,"SPIWrite [132]=28, TIA & LPF Word","SPIWrite [132]=28, TIA & LPF Word"
2006,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2007,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2008,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2009,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2010,13020,13020,"SPIWrite [130]=20, Gain Table Index","SPIWrite [130]=20, Gain Table Index"
2011,13104,13104,"SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word"
2012,13229,13229,"SPIWrite [132]=29, TIA & LPF Word","SPIWrite [132]=29, TIA & LPF Word"
2013,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2014,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2015,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2016,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2017,13021,13021,"SPIWrite [130]=21, Gain Table Index","SPIWrite [130]=21, Gain Table Index"
2018,13104,13104,"SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word"
2019,1322a,1322a,"SPIWrite [132]=2A, TIA & LPF Word","SPIWrite [132]=2A, TIA & LPF Word"
2020,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2021,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2022,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2023,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2024,13022,13022,"SPIWrite [130]=22, Gain Table Index","SPIWrite [130]=22, Gain Table Index"
2025,13104,13104,"SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=04, Ext LNA, Int LNA, & Mixer Gain Word"
2026,1322b,1322b,"SPIWrite [132]=2B, TIA & LPF Word","SPIWrite [132]=2B, TIA & LPF Word"
2027,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2028,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2029,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2030,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2031,13023,13023,"SPIWrite [130]=23, Gain Table Index","SPIWrite [130]=23, Gain Table Index"
2032,13124,13124,"SPIWrite [131]=24, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=24, Ext LNA, Int LNA, & Mixer Gain Word"
2033,13221,13221,"SPIWrite [132]=21, TIA & LPF Word","SPIWrite [132]=21, TIA & LPF Word"
2034,13320,13320,"SPIWrite [133]=20, DC Cal bit & Dig Gain Word","SPIWrite [133]=20, DC Cal bit & Dig Gain Word"
2035,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2036,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2037,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2038,13024,13024,"SPIWrite [130]=24, Gain Table Index","SPIWrite [130]=24, Gain Table Index"
2039,13124,13124,"SPIWrite [131]=24, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=24, Ext LNA, Int LNA, & Mixer Gain Word"
2040,13222,13222,"SPIWrite [132]=22, TIA & LPF Word","SPIWrite [132]=22, TIA & LPF Word"
2041,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2042,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2043,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2044,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2045,13025,13025,"SPIWrite [130]=25, Gain Table Index","SPIWrite [130]=25, Gain Table Index"
2046,13144,13144,"SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word"
2047,13220,13220,"SPIWrite [132]=20, TIA & LPF Word","SPIWrite [132]=20, TIA & LPF Word"
2048,13320,13320,"SPIWrite [133]=20, DC Cal bit & Dig Gain Word","SPIWrite [133]=20, DC Cal bit & Dig Gain Word"
2049,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2050,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2051,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2052,13026,13026,"SPIWrite [130]=26, Gain Table Index","SPIWrite [130]=26, Gain Table Index"
2053,13144,13144,"SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word"
2054,13221,13221,"SPIWrite [132]=21, TIA & LPF Word","SPIWrite [132]=21, TIA & LPF Word"
2055,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2056,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2057,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2058,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2059,13027,13027,"SPIWrite [130]=27, Gain Table Index","SPIWrite [130]=27, Gain Table Index"
2060,13144,13144,"SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word"
2061,13222,13222,"SPIWrite [132]=22, TIA & LPF Word","SPIWrite [132]=22, TIA & LPF Word"
2062,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2063,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2064,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2065,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2066,13028,13028,"SPIWrite [130]=28, Gain Table Index","SPIWrite [130]=28, Gain Table Index"
2067,13144,13144,"SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word"
2068,13223,13223,"SPIWrite [132]=23, TIA & LPF Word","SPIWrite [132]=23, TIA & LPF Word"
2069,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2070,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2071,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2072,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2073,13029,13029,"SPIWrite [130]=29, Gain Table Index","SPIWrite [130]=29, Gain Table Index"
2074,13144,13144,"SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word"
2075,13224,13224,"SPIWrite [132]=24, TIA & LPF Word","SPIWrite [132]=24, TIA & LPF Word"
2076,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2077,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2078,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2079,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2080,1302a,1302a,"SPIWrite [130]=2A, Gain Table Index","SPIWrite [130]=2A, Gain Table Index"
2081,13144,13144,"SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=44, Ext LNA, Int LNA, & Mixer Gain Word"
2082,13225,13225,"SPIWrite [132]=25, TIA & LPF Word","SPIWrite [132]=25, TIA & LPF Word"
